objectives,deploy,return,next_waypoint,behaviour_stage,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,what_if,predicted_behaviour,why_not,feature_justification
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point5,in-transit,none,FALSE,very deep,FALSE,FALSE,southeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point5,in-transit,none,FALSE,very deep,FALSE,FALSE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point5,advanced,none,FALSE,very deep,FALSE,FALSE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point6,advanced,none,FALSE,very deep,FALSE,FALSE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point6,in-transit,none,FALSE,very deep,FALSE,FALSE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point6,in-transit,none,FALSE,very deep,FALSE,FALSE,northeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point6,advanced,none,FALSE,very deep,FALSE,FALSE,northeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point7,advanced,none,FALSE,very deep,FALSE,FALSE,northeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point7,in-transit,none,FALSE,very deep,FALSE,FALSE,northeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point7,in-transit,none,FALSE,very deep,FALSE,FALSE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point7,advanced,none,FALSE,very deep,FALSE,FALSE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point8,advanced,none,FALSE,very deep,FALSE,FALSE,northwest,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point8,in-transit,none,FALSE,very deep,FALSE,FALSE,northwest,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point8,in-transit,none,FALSE,very deep,FALSE,FALSE,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point8,advanced,none,FALSE,very deep,FALSE,FALSE,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point9,advanced,none,FALSE,very deep,FALSE,FALSE,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point9,in-transit,none,FALSE,very deep,FALSE,FALSE,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point9,in-transit,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point9,cycled,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,cycled,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,FALSE,none,northeast,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northeast,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northeast,very fast,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northeast,fast,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northeast,fast,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,deep,FALSE,TRUE,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,moderate,FALSE,TRUE,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,shallow,FALSE,TRUE,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
