objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,very close,False,in-transit,point1,very fast,southeast,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting point?,"Alpha is currently on its way to points 0, 1, 2, 3, 4, and 5 before returning to its starting position. However, it has encountered obstacle E, which is very close to it. To avoid this obstacle, Alpha is surveying the area with a modified trajectory, moving in a southeast direction, and at a very fast speed.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,medium distance,False,in-transit,point1,very fast,southeast,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and it has encountered obstacle E. To avoid the obstacle, Alpha is following a modified trajectory with a southwest heading and moving at a very fast speed. The reason for Alpha to continue surveying and avoiding the obstacle instead of returning to its starting position could be that the surveying task is not yet complete or there may be other objectives to be achieved before returning.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,very close,False,in-transit,point1,very fast,southwest,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of surveying an area without avoiding any obstacle?,"Currently, Alpha is surveying an area while avoiding obstacle E with a southwest heading and moving very fast. This behavior allows the vehicle to continue its surveying task while ensuring it does not collide with obstacle E, which is in very close proximity. If Alpha were to survey the area without avoiding any obstacle, it would risk colliding with obstacle E and potentially causing damage to the vehicle or the obstacle itself.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,medium distance,False,in-transit,point1,very fast,southwest,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and its objective is to go to multiple points before returning to the starting position. However, it has encountered obstacle E at a medium distance. In order to avoid the obstacle and continue with its survey, Alpha has modified its trajectory to move around obstacle E while maintaining a southwest heading and very fast speed.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,very close,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and its objective is to visit multiple points before returning to its starting position. However, it has encountered obstacle E which is very close to it and has not been resolved yet. To avoid the obstacle and continue its surveying task, Alpha is following a modified trajectory with a southwest heading and moving very fast. If the objective was to return to the starting position, Alpha would have stayed idle or returned without avoiding the obstacle.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,far,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of surveying the area without avoiding any obstacles?,"Alpha is currently surveying an area while avoiding obstacle E. This means that it is actively navigating around obstacle E while continuing its surveying task. The modified trajectory allows Alpha to avoid the obstacle and successfully complete its objective. If Alpha were to survey the area without avoiding any obstacles, it may encounter obstacle E and be unable to complete its survey or potentially collide with the obstacle.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,close,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and it has encountered obstacle E, which is in close proximity. Instead of returning to its starting position, Alpha modifies its trajectory to avoid obstacle E while continuing its survey. The reason for this behavior is to ensure that the entire area is properly surveyed before returning.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,close,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, 4, 5, with a southwest heading and at a very fast speed. However, there is an obstacle named ""obstacle_e"" in close proximity to the vehicle, and it has not been resolved yet. Therefore, Alpha is surveying the area while avoiding the obstacle before it can continue towards its objective or return to its starting point.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,far,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, 4, 5 before returning to its starting position. However, it is currently at point 1 with a southwest heading and at a very fast speed. It seems that the obstacle named ""obstacle_e"" is far away and has not been resolved yet. Therefore, alpha is surveying the area while avoiding this obstacle to ensure a safe trajectory.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,none,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southwest heading and at a very fast speed. However, there is an obstacle named ""obstacle_e"" present. The obstacle has not been resolved yet and it is not in close proximity to the vehicle. Therefore, the vehicle is surveying the area while avoiding the obstacle before returning to its starting point.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,close,False,in-transit,point1,very fast,southwest,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point while avoiding obstacle e?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southeast heading and at a very fast speed. However, there is an obstacle named ""obstacle_e"" in close proximity to the vehicle, and it has not been resolved yet. Therefore, Alpha is surveying the area while avoiding obstacle_e before returning to its starting point.","Original: Waypt_survey,avoid_obstacle_avoid_obstacle_e; Modified: Waypt_return,avoid_obstacle_avoid_obstacle_e"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,none,False,in-transit,point1,very fast,southwest,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southeast heading and at a very fast speed. Although there is an obstacle present (obstacle_e), it is not within proximity to affect the current behavior. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,nearby,False,in-transit,point1,very fast,southwest,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southeast heading and at a very fast speed. However, there is an obstacle named 'obstacle_e' nearby in the northwest direction that has not been resolved yet. To ensure the safety of the vehicle, it is surveying the area while avoiding the obstacle before returning to its starting point.","Original: Waypt_survey, Modified: Waypt_return+avoid_obstacle_avoid_obstacle_e"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,medium distance,False,in-transit,point1,very fast,southwest,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southeast heading and at a very fast speed. Additionally, there is an obstacle named ""obstacle_e"" in the northwest direction, at a medium distance from the vehicle. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,medium distance,False,in-transit,point1,very fast,southeast,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, 4, and 5 in a southeast direction at a very fast speed, and then return to its starting point. However, there is an obstacle named 'obstacle_e' in the northwest direction, at a medium distance from the vehicle. Since the obstacle has not been resolved yet, the vehicle is surveying the area while avoiding the obstacle instead of returning to its starting point.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_e,very far,False,in-transit,point1,very fast,southeast,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, 4, 5 in a southeast direction and at a very fast speed. However, there is an obstacle named ""obstacle_e"" located in the northwest direction with a proximity of ""very far"" that has not been resolved yet. To avoid this obstacle, alpha is currently surveying the area while avoiding it. Once the obstacle is resolved, alpha will continue with its objective and eventually return to its starting point.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,True,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'True', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting position?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, 4, 5 and then return to its starting position. However, alpha is currently at point 1, moving in the southeast direction at a very fast speed. Since alpha has not reached all the intended waypoints and received a command to return from C2, it is still surveying the area.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,advanced,point2,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point2', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at maximum speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,in-transit,point2,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, 4, 5 and then return to its starting position. It is currently on its way to point 2 with a southeast heading and at maximum speed. To return to its starting point, it should first finish reaching all the points in its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,southeast,northeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,northeast,northeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a northeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,northeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,True,in-transit,point2,very fast,northeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'True', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at a very fast speed. However, the representation states that the obstacle has been resolved. Therefore, it is expected that Alpha would be returning to its starting point instead of surveying the area. ","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,in-transit,point2,very fast,east,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'east', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 2 with a southeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,advanced,point3,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point3', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed and in the advanced stage of its objective, where it is supposed to move towards point 3 with a southeast heading and at maximum speed. However, instead of returning to its starting point, it is surveying the area. This could be due to an obstacle or a command from the control system (C2) instructing it to continue surveying.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,none,none,False,advanced,point3,very fast,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting position?,"Alpha is currently deployed to perform its objective, specifically moving towards point 3 with a southeast heading and at a very fast speed. To return to its starting point, it should first finish its objective or receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,none,False,advanced,point3,very fast,southeast,southeast,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently surveying an area based on its active behavior of ""waypt_survey."" Even though there is an obstacle present (obstacle_b) in the northeast direction, its proximity is currently ""none"" and it has not been resolved yet. To return to its starting point, either the obstacle needs to be resolved or Alpha needs to receive a command from C2.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,none,False,in-transit,point3,very fast,southeast,southeast,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 3 with a southeast heading and at a very fast speed. However, there is an obstacle identified as 'obstacle_b' in the northeast direction. Since the obstacle is not yet resolved and the proximity is not specified, alpha is surveying the area while avoiding the obstacle instead of returning to its starting point.","Original: Waypt_survey, Modified: Waypt_return"
