objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,state_permutation
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point3,max speed,east,northeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'max speed', 'heading': 'east', 'next_point_direction': 'northeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if there's obstacle_b in very close proximity which hasn't been avoided?
Explanation: If there was obstacle_b in very close proximity, then the vehicle would stop surveying and begin returning to its starting position while avoiding the obstacle.
State permutation: obstacle_name = 'obstacle_b', obstacle_proximity = 'very close', obstacle_resolved = 'False'

2. What if deploy is false and return is false?
Explanation: If deploy is false and return is false, then the vehicle would remain idle with no activated behavior.
State permutation: deploy = 'False', return = 'False'

3. What if the vehicle is already at its starting position and deploy is true?
Explanation: If the vehicle is already at its starting position and deploy is true, then it would start surveying the area.
State permutation: deploy = 'True', next_point = 'starting_position'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point3,very fast,northeast,northeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"Query 1: What if the vehicle encounters obstacle_a in close proximity but it has already been resolved?
Explanation: If the vehicle encounters obstacle_a in close proximity but it has already been resolved, the vehicle would continue moving towards point 3 during its survey without avoiding the obstacle.
State permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'close', obstacle_resolved = ‘True’

Query 2: What if the vehicle is not in survey mode and encounters obstacle_b in nearby proximity?
Explanation: If the vehicle is not in survey mode and encounters obstacle_b in nearby proximity, the vehicle would automatically switch to survey mode while avoiding the obstacle.
State permutation: obstacle_name = 'obstacle_b', 'obstacle_proximity': 'nearby', obstacle_resolved = ‘False’, active_behaviour = 'waypt_survey'

Query 3: What if the vehicle is currently returning to its starting point and encounters obstacle_c in very close proximity?
Explanation: If the vehicle is currently returning to its starting point and encounters obstacle_c in very close proximity, the vehicle would change its course to avoid the obstacle and continue returning to its starting point.
State permutation: obstacle_name = 'obstacle_c', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’, active_behaviour = 'return'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point3,max speed,northeast,northeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'max speed', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"What if there’s an obstacle_b in nearby proximity which hasn’t been avoided?

Explanation: If there was obstacle_b in nearby proximity, then the vehicle would continue moving towards point 3 during its survey while avoiding the obstacle.

State_permutation: obstacle_name = 'obstacle_b', 'obstacle_proximity': 'nearby', obstacle_resolved = ‘False’

What if there’s an obstacle_c in very close proximity which hasn’t been avoided?

Explanation: If there was obstacle_c in very close proximity, then the vehicle would continue moving towards point 3 during its survey while avoiding the obstacle.

State_permutation: obstacle_name = 'obstacle_c', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’

What if there’s an obstacle_d in nearby proximity which has already been resolved?

Explanation: If there was obstacle_d in nearby proximity that has already been resolved, then the vehicle would continue moving towards point 3 during its survey without the need to avoid the obstacle.

State_permutation: obstacle_name = 'obstacle_d', 'obstacle_proximity': 'nearby', obstacle_resolved = ‘True’",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,advanced,point3,max speed,northeast,northeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point3', 'speed': 'max speed', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if there’s obstacle_a in very close proximity which hasn’t been avoided?
Explanation: If there was obstacle_a in very close proximity, then the vehicle would immediately stop and attempt to avoid the obstacle before continuing with its survey. 
State_permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’

2. What if deploy is false and return is true?
Explanation: If deploy is false and return is true, then the vehicle would be in the process of returning to its starting point from a survey mission.
State_permutation: deploy = False, return = True

3. What if the vehicle is idle with no activated behavior?
Explanation: If the vehicle is idle with no activated behavior, it means that both deploy and return are false, and there are no obstacles present. The vehicle is not currently engaged in any tasks.
State_permutation: deploy = False, return = False, obstacle_name = 'none', obstacle_proximity = 'none', obstacle_resolved = 'False', active_behaviour = 'none'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,advanced,point4,max speed,northeast,northwest,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point4', 'speed': 'max speed', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if there’s obstacle_b in very close proximity which hasn’t been avoided?
Explanation: If there was obstacle_b in very close proximity, then the vehicle would continue moving towards point 4 during its survey while avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_b', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’

2. What if deploy is false and return is true?
Explanation: If deploy is false and return is true, then the vehicle would be returning to its starting point.
State_permutation: deploy = False, return = True

3. What if the objective is changed to 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.'?
Explanation: If the objective is changed to 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', then the vehicle would have an additional waypoint to reach before returning to the starting point.
State_permutation: objective = 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point4,max speed,northeast,northwest,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'max speed', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if there’s an obstacle_b in nearby proximity which hasn’t been avoided?
Explanation: If there was an obstacle_b in nearby proximity, then the vehicle would continue moving towards point 4 during its survey while avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_b', 'obstacle_proximity': 'nearby', obstacle_resolved = 'False'

2. What if there’s an obstacle_c in very close proximity which hasn’t been avoided?
Explanation: If there was an obstacle_c in very close proximity, then the vehicle would continue moving towards point 4 during its survey while avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_c', 'obstacle_proximity': 'very close', obstacle_resolved = 'False'

3. What if there’s an obstacle_d in close proximity which has already been resolved?
Explanation: If there was an obstacle_d in close proximity that has already been resolved, then the vehicle would continue moving towards point 4 during its survey without needing to avoid the obstacle.
State_permutation: obstacle_name = 'obstacle_d', 'obstacle_proximity': 'close', obstacle_resolved = 'True'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point4,very fast,northeast,northwest,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"Query: What if the vehicle is instructed to return to its starting position while avoiding an obstacle?
Explanation: If the vehicle is instructed to return to its starting position while avoiding an obstacle, then it would change its active behavior to ""return_avoid_obstacle"" and adjust its heading and speed accordingly. 
State permutation: active_behaviour = 'return_avoid_obstacle', heading = 'northwest', speed = 'slow'

Query: What if the vehicle is instructed to survey an area but there is an obstacle in very close proximity?
Explanation: If the vehicle is instructed to survey an area but there is an obstacle in very close proximity, then it would change its active behavior to ""surveying_avoid_obstacle"" and adjust its heading and speed accordingly while avoiding the obstacle.
State permutation: active_behaviour = 'surveying_avoid_obstacle', heading = 'northwest', speed = 'slow'

Query: What if the vehicle is not deployed but there is an obstacle in close proximity that hasn't been resolved?
Explanation: If the vehicle is not deployed but there is an obstacle in close proximity that hasn't been resolved, then it would remain idle with no activated behavior until the obstacle is resolved or the vehicle is instructed to deploy.
State permutation: deploy = 'False', obstacle_name = 'obstacle_a', obstacle_proximity = 'close', obstacle_resolved = 'False'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,none,none,False,in-transit,point4,very fast,northwest,northwest,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"User query: What if there’s obstacle_a in close proximity which hasn’t been avoided?
Explanation: If there was obstacle_a in close proximity, then the vehicle would continue moving towards point 4 during its survey while avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'close', obstacle_resolved = ‘False’

User query: What if deploy is false and return is true?
Explanation: If deploy is false and return is true, then the vehicle would be idle and not surveying any area. It would be returning to its starting position instead.
State_permutation: deploy = 'False', return = 'True'

User query: What if the vehicle is not surveying an area and there's an obstacle_b in very close proximity which has been resolved?
Explanation: If the vehicle is not surveying an area and there's an obstacle_b in very close proximity which has been resolved, then the vehicle would be returning to its starting position while not avoiding the obstacle.
State_permutation: active_behaviour = 'None', obstacle_name = 'obstacle_b', 'obstacle_proximity': 'very close', obstacle_resolved = ‘True’

Representation: {'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}

User query: What if there’s obstacle_c in nearby proximity which hasn’t been avoided?
Explanation: If there was obstacle_c in nearby proximity, then the vehicle would continue moving towards point 4 during its survey while avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_c', 'obstacle_proximity': 'nearby', obstacle_resolved = ‘False’

User query: What if deploy is false and return is false?
Explanation: If deploy is false and return is false, then the vehicle would be idle with no activated behaviour, and it would not be surveying any area or returning to its starting position.
State_permutation: deploy = 'False', return = 'False'

User query: What if the vehicle is not surveying an area and there's an obstacle_d in close proximity which has been resolved?
Explanation: If the vehicle is not surveying an area and there's an obstacle_d in close proximity which has been resolved, then the vehicle would be returning to its starting position while not avoiding the obstacle.
State_permutation: active_behaviour = 'None', obstacle_name = 'obstacle_d', 'obstacle_proximity': 'close', obstacle_resolved = ‘True’",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,none,False,in-transit,point4,very fast,northwest,northwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if the vehicle is already surveying an area and obstacle_b comes into close proximity?
Explanation: If obstacle_b comes into close proximity while the vehicle is already surveying an area, then the vehicle would continue its survey while avoiding obstacle_b.
State permutation: obstacle_name = 'obstacle_b', obstacle_proximity = 'close', obstacle_resolved = 'False'

2. What if the vehicle is returning to its starting point and obstacle_c comes into very close proximity?
Explanation: If obstacle_c comes into very close proximity while the vehicle is returning to its starting point, then the vehicle would change its behavior and start avoiding obstacle_c until it can safely return to the starting point.
State permutation: obstacle_name = 'obstacle_c', obstacle_proximity = 'very close', obstacle_resolved = 'False'

3. What if the vehicle is idle with no activated behavior and obstacle_d is nearby but has already been resolved?
Explanation: If obstacle_d is nearby but has already been resolved while the vehicle is idle, the vehicle would remain idle as there is no need for it to take any actions.
State permutation: obstacle_name = 'obstacle_d', obstacle_proximity = 'nearby', obstacle_resolved = 'True'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,nearby,False,in-transit,point4,very fast,northwest,northwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if the vehicle is currently on its way to point 4 and there is an obstacle in very close proximity which hasn't been resolved?
Explanation: If there was an obstacle in very close proximity, the vehicle would continue moving towards point 4 during its survey while avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’

2. What if the vehicle is currently on its way to point 4 and there is no obstacle present?
Explanation: If there is no obstacle present, the vehicle would continue moving towards point 4 during its survey without any obstacle avoidance behavior.
State_permutation: obstacle_name = 'none', 'obstacle_proximity': 'none', obstacle_resolved = ‘False’

3. What if the vehicle has already reached point 4 and is about to return to the starting position, but there is an obstacle in close proximity which hasn't been avoided?
Explanation: If there was an obstacle in close proximity, the vehicle would modify its behavior, prioritize obstacle avoidance, and adjust its path accordingly while returning to the starting position.
State_permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'close', obstacle_resolved = ‘False’",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,nearby,False,in-transit,point4,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",,"1. What if the vehicle is near obstacle_a and obstacle_a is resolved?
Explanation: If the vehicle is near obstacle_a and obstacle_a is resolved, then the vehicle would continue moving towards point 4 during its survey without avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_a', obstacle_proximity = 'nearby', obstacle_resolved = 'True'

2. What if the vehicle is returning to its starting point and encounters obstacle_b in very close proximity which hasn't been avoided?
Explanation: If the vehicle is returning to its starting point and encounters obstacle_b in very close proximity which hasn't been avoided, then the vehicle would change its behavior to avoid the obstacle and continue returning to its starting point.
State_permutation: obstacle_name = 'obstacle_b', obstacle_proximity = 'very close', obstacle_resolved = 'False', active_behaviour = 'return_avoid_obstacle_b'

3. What if the vehicle is idle with no activated behavior and obstacle_c in nearby proximity is not resolved?
Explanation: If the vehicle is idle with no activated behavior and obstacle_c in nearby proximity is not resolved, then the vehicle would change its behavior to avoid the obstacle while remaining idle.
State_permutation: deploy = 'False', return = 'False', obstacle_name = 'obstacle_c', obstacle_proximity = 'nearby', obstacle_resolved = 'False', active_behaviour = 'idle_avoid_obstacle_c'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,close,False,in-transit,point4,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",,"1) What if the vehicle's objective is to go to points 0, 1, 2, 3, and 4, and then return to the starting position?
Explanation: If the vehicle's objective is to go to points 0, 1, 2, 3, and 4, and then return to the starting position, the vehicle will continue moving towards point 4 during its survey while avoiding obstacle_a.
State permutation: objective = 'Go to points 0, 1, 2, 3, 4 and then return to starting position.'

2) What if the vehicle's obstacle proximity is very close instead of close?
Explanation: If the vehicle's obstacle proximity is very close instead of close, the vehicle would still continue moving towards point 3 during its survey while avoiding obstacle_a, but the proximity to the obstacle would be even closer.
State permutation: obstacle_proximity = 'very close'

3) What if the vehicle's active behavior is not waypt_survey, but obstacle_avoidance?
Explanation: If the vehicle's active behavior is not waypt_survey, but obstacle_avoidance, then the vehicle would not be surveying the area but instead solely focused on avoiding obstacles, including obstacle_a.
State permutation: active_behaviour = 'obstacle_avoidance'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,very close,False,in-transit,point4,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",,"Query 1: What if the vehicle resolves obstacle_a and the obstacle proximity becomes none?
Explanation: If the vehicle resolves obstacle_a and the obstacle proximity becomes none, then the vehicle would continue moving towards point 4 during its survey while avoiding any obstacles.
State permutation: obstacle_name = none, obstacle_proximity = 'none', obstacle_resolved = 'True'

Query 2: What if the vehicle changes its active behaviour from waypt_survey to obstacle_avoidance?
Explanation: If the vehicle changes its active behaviour from waypt_survey to obstacle_avoidance, then the vehicle would focus on avoiding obstacles rather than surveying the area.
State permutation: active_behaviour = 'obstacle_avoidance'

Query 3: What if the vehicle's next point direction changes from northwest to northeast?
Explanation: If the vehicle's next point direction changes from northwest to northeast, then the vehicle would adjust its heading and move towards the new direction while continuing its survey.
State permutation: next_point_direction = 'northeast'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,very close,False,in-transit,point4,very fast,northwest,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",,"What if the vehicle is in the process of avoiding obstacle_a, but obstacle_a suddenly disappears?

Explanation: If obstacle_a suddenly disappears while the vehicle is in the process of avoiding it, then the vehicle would continue moving towards point 4 during its survey without avoiding any obstacles.

State_permutation: obstacle_name = 'none', 'obstacle_proximity': 'none', obstacle_resolved = ‘True’

What if the vehicle is in the process of avoiding obstacle_a, but obstacle_a suddenly moves closer?

Explanation: If obstacle_a suddenly moves closer while the vehicle is in the process of avoiding it, then the vehicle would adjust its course to maintain a safe distance from the obstacle while continuing its survey towards point 4.

State_permutation: obstacle_proximity = 'very close', obstacle_direction = 'northeast'

What if the vehicle is in the process of avoiding obstacle_a, but obstacle_a suddenly moves away?

Explanation: If obstacle_a suddenly moves away while the vehicle is in the process of avoiding it, then the vehicle would adjust its course to continue moving towards point 4 without actively avoiding the obstacle anymore.

State_permutation: obstacle_proximity = 'close', obstacle_direction = 'northeast'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,very close,False,in-transit,point4,very fast,northeast,northwest,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",,"1. What if obstacle_a is in very close proximity and has been resolved?
Explanation: If obstacle_a is in very close proximity and has been resolved, then the vehicle would continue moving towards point 4 during its survey while avoiding the obstacle. 
State permutation: obstacle_name = 'obstacle_a', obstacle_proximity = 'very close', obstacle_resolved = 'True'

2. What if there is no obstacle present?
Explanation: If there is no obstacle present, then the vehicle would continue moving towards point 4 during its survey without any obstacle avoidance behavior.
State permutation: obstacle_name = 'none', obstacle_proximity = 'none', obstacle_resolved = 'False'

3. What if the vehicle is already in the process of returning to its starting point?
Explanation: If the vehicle is already in the process of returning to its starting point, then the behavior of surveying the area would be interrupted and the vehicle would change its behavior to continue returning to its starting point.
State permutation: return = 'True', active_behaviour = 'return_to_start'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,very close,False,in-transit,point4,very fast,northeast,northwest,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",,"1. What if the vehicle is currently returning to its starting point and there is an obstacle_b in nearby proximity which hasn't been avoided?
Explanation: If there was obstacle_b in nearby proximity and the vehicle is currently returning to its starting point, then the vehicle would change its behavior to avoid_obstacle_avoid_obstacle_b and continue returning to the starting point while avoiding the obstacle.
State permutation: obstacle_name = 'obstacle_b', obstacle_proximity = 'nearby', obstacle_resolved = 'False'

2. What if the vehicle is currently idle with no activated behavior and there is an obstacle_c in close proximity which hasn't been avoided?
Explanation: If there was obstacle_c in close proximity and the vehicle is currently idle, then the vehicle would change its behavior to survey the area while avoiding_obstacle_avoid_obstacle_c.
State permutation: deploy = 'True', return = 'False', obstacle_name = 'obstacle_c', obstacle_proximity = 'close', obstacle_resolved = 'False'

3. What if the vehicle is currently surveying an area and there is an obstacle_d in very close proximity which hasn't been avoided?
Explanation: If there was obstacle_d in very close proximity and the vehicle is currently surveying an area, then the vehicle would continue surveying the area while avoiding_obstacle_avoid_obstacle_d.
State permutation: deploy = 'True', return = 'False', obstacle_name = 'obstacle_d', obstacle_proximity = 'very close', obstacle_resolved = 'False'",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,close,False,in-transit,point4,very fast,northeast,northwest,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",,"User query: What if there’s obstacle_a in close proximity which hasn’t been avoided?

Explanation: If there was obstacle_a in close proximity which hasn't been avoided, then the vehicle would continue moving towards point 4 during its survey, but it would avoid obstacle_a by adjusting its heading in the southeast direction.

State_permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'close', obstacle_resolved = ‘False’

User query: What if the vehicle has already returned to its starting point?

Explanation: If the vehicle has already returned to its starting point, then it would be in an idle state with no activated behavior, regardless of any obstacle or its proximity.

State_permutation: return = True

User query: What if the obstacle has been resolved?

Explanation: If the obstacle has been resolved, then the vehicle would continue its current behavior (surveying the area or returning to its starting point), regardless of its proximity to the obstacle.

State_permutation: obstacle_resolved = True",
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_a,close,False,in-transit,point4,very fast,northeast,northwest,southeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"User query 1: What if the obstacle_a is resolved?
Explanation: If the obstacle_a is resolved, then the vehicle would continue moving towards point 4 during its survey without avoiding the obstacle.
State permutation: obstacle_resolved = 'True'

User query 2: What if the vehicle is instructed to return?
Explanation: If the vehicle is instructed to return, then it would stop surveying the area and start returning to its starting position.
State permutation: return = 'True', active_behaviour = 'return_to_start'

User query 3: What if the vehicle's speed is changed to slow?
Explanation: If the vehicle's speed is changed to slow, then its speed would decrease and it would move at a slower pace during its survey or return.
State permutation: speed = 'slow'",
