objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,far,FALSE,none,fast,southeast,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 4 with a southeast heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle named ""obstacle_0"" in Gilda's environment, but it is very far away and does not pose an immediate threat. Furthermore, there is another vessel in Gilda's contact range, but it is far away and there is no need to avoid collision at the moment.","behaviour_permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,far,FALSE,none,fast,northeast,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",User query: Why not Station-keep instead of Loiter?,"Explanation: In the given representation, Gilda is currently in a loitering behavior, moving fast towards point 4 in the southeast direction. Although an obstacle named ""obstacle_0"" is detected in the northwest direction, it is very far from the vehicle. Additionally, there is no contact range with any other vessel. Thus, there is no immediate need for collision avoidance. ","Behaviour permutation: Original: Loiter, Modified: Station-keep"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,nearby,FALSE,none,fast,northeast,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is currently loitering fast towards point 4 with a southeast loiter point direction, and there is an obstacle named 'obstacle_0' in the vessel's environment. The obstacle is located in the northwest direction of Gilda. Given the proximity of 'nearby' for contact range, Gilda should prioritize avoiding the obstacle while loitering. Thus, the behavior 'Loiter,avd_obstacles_avd_obstacles_ob_0' would be a more suitable alternative as it includes obstacle avoidance.","Behaviour permutation: Original: Loiter, Modified: 'Loiter,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,close,FALSE,none,fast,northeast,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 4 with a northwest heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle named ""obstacle_0"" in the vessel's environment, but it is very far away from Gilda. The vessel is also in close proximity to another vessel. ","behaviour_permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,close,FALSE,none,fast,northeast,southeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 4 with a southeast loiter point direction. Although there is an obstacle named obstacle_0 in the vessel's environment, it is currently located very far away, and Gilda's contact range with other vessels is close. Therefore, Gilda is still able to continue loitering without needing to perform obstacle avoidance or collision avoidance maneuvers.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,close,FALSE,none,fast,northeast,southeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?",Explanation: Gilda is still loitering fast towards point 4 with a southeast loiter point direction and a northeast heading. The vessel has detected an obstacle named 'obstacle_0' in its environment. The obstacle is currently at a far proximity from the vessel and there is also a close contact range with another vessel. The vessel has not been instructed to return to its starting point yet. ,"behaviour_permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,close,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?  ","Explanation: The active behavior 'loiter,avd_obstacles_avd_obstacles_ob_0' indicates that Gilda is currently loitering while avoiding obstacle 0. If Gilda were to switch to the behavior 'Loiter', it means that it would not actively avoid obstacle 0 and would continue loitering without any obstacle avoidance. However, considering that the contact_range is 'close', it is important for Gilda to continue avoiding obstacle 0 to prevent any potential collision. Therefore, switching to 'Loiter' instead of 'loiter,avd_obstacles_avd_obstacles_ob_0' could pose a safety risk.","behaviour_permutation: Original: 'loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,close,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have more proximity to the obstacle_0 or have no obstacles nearby or close to its current location.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,close,FALSE,none,fast,southeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Station-keep instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: Station-keep behavior would keep Gilda in place until further notice, while the current behavior of Loiter,avd_obstacles_avd_obstacles_ob_0 includes avoiding obstacles. This means that Gilda needs to continue loitering and avoiding obstacle 0, instead of staying stationary.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Station-keep'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,close,close,FALSE,none,fast,southeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have no close contact with another vessel. In the current state, Gilda is close to another vessel and therefore needs to perform obstacle avoidance while loitering.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,close,nearby,FALSE,none,fast,southeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?  ","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have more distance from obstacle 0 or no spotted obstacles at all.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,close,nearby,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have more distance from obstacle 0 or no spotted obstacles at all.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,nearby,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?  ","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have more distance from obstacle 0 or no spotted obstacles at all.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,far,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have more distance from obstacle 0 or no spotted obstacles at all.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,far,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: With the given representation, Gilda is required to loiter while avoiding obstacles. However, if there are no obstacles nearby, Gilda could simply loiter without the need for obstacle avoidance.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,far,FALSE,none,fast,northeast,southeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}",User query: Why not Return instead of Loiter? ,"Explanation: Gilda is still loitering fast towards point 4 with a southeast loiter point direction and a northeast obstacle direction. Although there is an obstacle named ""obstacle_0"" in the environment, it is currently far from the vehicle. Additionally, there is no vessel in close proximity to Gilda. As a result, there is no immediate need for Gilda to change its behavior from loitering to returning.","Behavior permutation: Original: Loiter, Modified: Return"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,far,FALSE,none,fast,northeast,southeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 4 with a southeast loiter point direction and a northeast heading, and has not been asked to return to its starting point yet. Although there is an obstacle named ""obstacle_0"" in the vessel's environment, it is located very far from Gilda and does not pose an immediate threat.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point5,obstacle_0,very far,far,FALSE,none,fast,northeast,northeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point5', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 5 with a northwest heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle named ""obstacle_0"" in the vessel's environment, but it is very far away. There is no need for Gilda to switch to Waypt_return,avd_obstacles_avd_obstacles_ob_0 behavior at the moment.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point5,obstacle_0,very far,very far,FALSE,none,fast,northeast,northeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point5', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 5 with a northeast heading, and has not been asked to return to its starting point yet. Additionally, while there is an obstacle named obstacle_0 in the vessel's environment, it is currently very far away from Gilda, which means that there is no immediate need to avoid it or change the current behavior.","Behaviour permutation: Original: Loiter, Modified: Waypt_return,avd_obstacles_avd_obstacles_ob_0"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point6,obstacle_0,very far,very far,FALSE,none,fast,northeast,northeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point6', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 6 with a northeast heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle nearby in the northeast direction of the vessel. To avoid the obstacle, Gilda is currently loitering while avoiding it.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,very far,very far,FALSE,none,fast,northeast,northwest,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 7 with a northwest heading, and has not been asked to return to its starting point yet. Additionally, although there is an obstacle named ""obstacle_0"" present in the vessel's environment, it is still considered to be very far from Gilda. As a result, Gilda does not need to perform collision avoidance maneuvers at this moment.","behaviour_permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,very far,very far,FALSE,none,fast,northwest,northwest,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 7 with a northwest heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle, obstacle_0, in the vessel's environment, but it is far away from Gilda and does not pose an immediate threat.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
