objectives,deploy,return,next_waypoint,behaviour_stage,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,representation,user_query,explanation,state_permutation
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,True,starting_point,in-transit,none,False,very deep,False,True,northwest,none,very fast,northwest,henry,"maxdepth,waypt_return,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,waypt_return,bhv_const_depth'}",What if the vehicle is redeployed with a different heading?,"If Henry is redeployed with a different heading, it would change the direction in which it is moving. This could affect its path and the waypoints it reaches during its mission.",'heading': 'east'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,True,starting_point,in-transit,none,False,very deep,False,True,northwest,none,max speed,northwest,henry,"maxdepth,waypt_return,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,waypt_return,bhv_const_depth'}",What if the vehicle is re-deployed at maximum speed?,"If Henry is redeployed at maximum speed, then it would move towards point 0 at the maximum speed allowed by its capabilities to loiter while waiting for further instructions from C2.",'speed': 'max speed'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,True,starting_point,completed,none,False,very deep,False,True,northwest,none,max speed,northwest,henry,"maxdepth,waypt_return,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,waypt_return,bhv_const_depth'}",What if the vehicle is re-deployed without a designated survey area?,"If Henry is redeployed but not assigned to a survey area, then it would move towards point 0 to loiter while waiting for further instructions from C2.","'return': ‘False’, 'next_waypoint': 'none',  'next_loiter_point': ‘point0'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,very deep,False,True,northwest,none,max speed,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed without the return objective?,"If Henry is redeployed without the return objective, then it would continue to survey the designated area instead of returning to the starting point.","'return': ‘False', 'active_behaviour': 'maxdepth,waypt_return,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,very deep,False,True,northwest,none,very fast,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed and reaches its maximum depth?,"If Henry is redeployed and reaches its maximum depth during the survey operation, it would notify the control station and continue with the survey objective.",'depth': 'maximum depth'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,very deep,False,True,northwest,none,fast,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle reaches its starting point without completing the survey objective?,"If Henry reaches its starting point without completing the survey objective, it means that there was a failure or interruption in the survey process.",'behaviour_stage': 'failed'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,deep,False,True,northwest,none,fast,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle completes the survey objective but does not return back to the starting point?,"If Henry completes the survey objective but does not return to the starting point, it would continue its current behavior and remain in the survey area until further instructions are received from C2.","'return': ‘False’, 'next_waypoint': 'none'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,deep,False,True,northwest,none,moderate,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'moderate', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed with a different heading?,"If Henry is redeployed with a different heading, it would change its initial direction of movement.",'heading': 'south'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,moderate,False,True,northwest,none,moderate,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'moderate', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'moderate', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed but the survey objective is already completed?,"If Henry is redeployed but the survey objective is already completed, then it would still return to the starting point since the return flag is set to True.","'return': ‘True’, 'next_waypoint': 'starting_point',  'next_loiter_point': ‘none'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,moderate,False,True,northwest,none,low,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'moderate', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'low', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed without surfacing to provide new GPS coordinates?,"If Henry is redeployed without surfacing to provide new GPS coordinates, then the vehicle would continue to loiter between points 0 to 7 until a survey objective is provided, perform the survey, and finally return back to the starting point without updating its GPS coordinates.","'behaviour_stage': 'in-transit', 'periodic_ascend': 'False', 'gps_update_received': 'False'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,moderate,False,True,northwest,none,idle,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'moderate', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'idle', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed with a new objective of maximum speed?,"If Henry is redeployed with a new objective of maximum speed, it would modify its behavior to move at the maximum speed possible.","'active_behaviour': 'maxdepth,waypt_return,bhv_const_depth', 'speed': 'max speed'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,shallow,False,True,northwest,none,idle,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'shallow', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'idle', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle returns without completing the survey objective?,"If Henry returns without completing the survey objective, it would not perform the survey and would directly return back to the starting point.","'return': 'True', 'next_waypoint': 'starting_point', 'active_behaviour': 'waypt_return,bhv_const_depth', 'behaviour_stage': 'completed'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,on surface,False,True,northwest,none,idle,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'on surface', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'idle', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed and the survey objective is already completed?,"If Henry is redeployed and the survey objective is already completed, then it would immediately return back to the starting point without performing any additional actions.","'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'in-transit', 'active_behaviour': 'waypt_return', 'next_loiter_point': 'none', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'speed': 'max speed', 'heading': 'northwest', 'gps_update_received': 'False'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,False,southwest,none,fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is set to false?,"If deploy is set to false, Henry would be idle and not performing any actions.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,False,southwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to 'point7' and next loiter point is equal to 'none'?,"If the next waypoint is set to 'point7', it means that the vehicle should be moving towards that waypoint. However, since the next loiter point is set to 'none', it implies that the vehicle should not be loitering. Therefore, this state permutation is contradictory because the vehicle cannot be moving towards 'point7' while also not loitering.","'next_waypoint': 'point7', 'next_loiter_point': 'none'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,False,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the vehicle is already at the surface and the next loiter point is point 4?,"In this scenario, if the vehicle is already at the surface and the next loiter point is point 4, the vehicle would not need to surface to provide new GPS coordinates because it is already at the surface. It can directly proceed to loiter around point 4 until the next designated survey area is provided.","'vehicle_at_surface': True, 'next_loiter_point': point4'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,False,southwest,none,max speed,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is false, it means that the vessel is idle. This means that Henry would not be moving within the predefined depth range, loitering, surveying, or returning to its starting point. In this case, Henry would not be performing any tasks and would be in a state of rest.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,advanced,none,False,very deep,False,False,southwest,none,max speed,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is false, it means that the vehicle is idle and not moving or performing any tasks.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,advanced,none,False,very deep,False,False,southwest,none,max speed,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to none and next loiter point is point 0?,"In this scenario, Henry would need to stay at the current waypoint (point1) until a new loiter point (point0) is provided. Since the periodic ascend is disabled, there is no need for the vessel to surface for GPS coordinate correction.","'next_waypoint': none, 'next_loiter_point': point0'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,in-transit,none,False,very deep,False,False,southwest,none,max speed,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is false, it means that the vehicle is idle and not performing any tasks or behaviors. It is not moving, loitering, surveying, or returning to its starting point. The vehicle remains in a stationary state until the deploy state is changed to true.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,in-transit,none,False,very deep,False,False,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is false, it means that the autonomous vehicle is not currently in operation and is idle.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,in-transit,none,False,very deep,False,False,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is false, it means that the vehicle is idle and not moving. It will not perform any of the specified behaviors such as loitering, surveying, or returning to the starting point.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,advanced,none,False,very deep,False,False,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is equal to false?,"If deploy is equal to false, it means that the vehicle is idle and not moving. This would change the behavior of the agent as it would no longer be performing any actions such as loitering, surveying, or returning to the starting point.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,advanced,none,False,very deep,False,False,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to none and next loiter point is point 0? ,Henry would have to move towards point0 to loiter while waiting for the next designated survey area. The vessel will not need to go to the surface for a GPS coordinate correction because periodic ascend is not active.,"'next_waypoint': none, 'next_loiter_point': point0'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,in-transit,none,False,very deep,False,False,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the behaviour stage is changed to advanced?,"If the behaviour stage is changed to advanced, it means that Henry has completed the in-transit stage and is now in the advanced stage. In this stage, Henry will continue to survey the area designated by the user until a new objective is provided. However, if the next waypoint is none and the next loiter point is point 0, Henry will move towards point 0 to loiter while waiting for the next designated survey area. Since periodic ascend is active during loitering, Henry will surface to provide new GPS coordinates to the command and control.",'behaviour_stage': advanced'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,in-transit,none,False,very deep,False,False,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the vehicle is at the surface and the next loiter point is point 3?,"If the vehicle is at the surface and the next loiter point is point 3, it indicates that the vehicle has already completed its survey objective and is now preparing to return to its starting point. At the surface, the vehicle would need to receive a GPS update before proceeding with the return.","'vehicle_at_surface': True, 'next_loiter_point': point3'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,advanced,none,False,very deep,False,False,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is false, it means that the vehicle is not currently in operation and is idle. This means that Henry is not moving, not conducting any surveys or loitering, and not returning to the starting point.",'deploy': False
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point3,advanced,none,False,very deep,False,False,northeast,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to none and next loiter point is point 0?,"Henry would have to move towards point0 to loiter while waiting for the next designated survey area. Since periodic ascent is not active, the vessel will not need to surface for a GPS coordinate correction.","'next_waypoint': none, 'next_loiter_point': point0'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point3,in-transit,none,False,very deep,False,False,northeast,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to starting point and next loiter point is point 6?,"If the next waypoint is set to the starting point and the next loiter point is set to point 6, Henry will move towards the starting point and loiter around point 6 until a survey objective is provided. In this case, the periodic ascend is not active, so the vessel will not need to surface for a GPS coordinate correction.","'next_waypoint': 'starting_point', 'next_loiter_point': 'point6'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point3,in-transit,none,False,very deep,False,False,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to none and the next loiter point is point 0?,"In the current state, Henry is in transit towards point3 and there is no designated loiter point. However, if the next waypoint is set to none and the next loiter point is changed to point0, Henry will change its direction and move towards point0 to loiter until a survey objective is provided. Since periodic ascent is not active in this scenario, the vessel will not need to surface for GPS coordinate correction.","'next_waypoint': none, 'next_loiter_point': point0'"
